TYPE,FULLCODE,STATE,COUNTY,TRACT,BLOCK,PLACE,COUSUB,CONCITY,AIANNH,SHEETS
Block,410030011021010,41,3,11.02,1010,15800,90680,,,2
Block,410030011021011,41,3,11.02,1011,15800,90680,,,2
Block,410030011021012,41,3,11.02,1012,15800,90680,,,2
Block,410030011021013,41,3,11.02,1013,15800,90680,,,2
Block,410030011021014,41,3,11.02,1014,15800,90680,,,2
Block,410030011021015,41,3,11.02,1015,15800,90680,,,2
Block,410030011021016,41,3,11.02,1016,15800,90680,,,2
Block,410030011021017,41,3,11.02,1017,15800,90680,,,2
Block,410030011021018,41,3,11.02,1018,15800,90680,,,2
Block,410030011021019,41,3,11.02,1019,15800,90680,,,2
Block,410030011021020,41,3,11.02,1020,15800,90680,,,2
Block,410030011021021,41,3,11.02,1021,15800,90680,,,2
Block,410030011021022,41,3,11.02,1022,15800,90680,,,2
Block,410030011021023,41,3,11.02,1023,15800,90680,,,2
Block,410030011022000,41,3,11.02,2000,15800,90680,,,2
Block,410030011022001,41,3,11.02,2001,15800,90680,,,2
Block,410030011022002,41,3,11.02,2002,15800,90680,,,2
Block,410030011022003,41,3,11.02,2003,15800,90680,,,2
Block,410030011022004,41,3,11.02,2004,15800,90680,,,2
Block,410030011022005,41,3,11.02,2005,15800,90680,,,2
Block,410030011022006,41,3,11.02,2006,15800,90680,,,2
Block,410030011022007,41,3,11.02,2007,15800,90680,,,2
Block,410030011022008,41,3,11.02,2008,15800,90680,,,2
Block,410030011022009,41,3,11.02,2009,15800,90680,,,2
Block,410030011022010,41,3,11.02,2010,15800,90680,,,2
Block,410030011022011,41,3,11.02,2011,15800,90680,,,2
Block,410030011022012,41,3,11.02,2012,15800,90680,,,2
Block,410030011022013,41,3,11.02,2013,15800,90680,,,2
Block,410030011022014,41,3,11.02,2014,15800,90680,,,2
Block,410030011022015,41,3,11.02,2015,15800,90680,,,2
Block,410030011022016,41,3,11.02,2016,15800,90680,,,2
Block,410030011022017,41,3,11.02,2017,15800,90680,,,2
Block,410030011022018,41,3,11.02,2018,15800,90680,,,2
Block,410030011022019,41,3,11.02,2019,15800,90680,,,2
Block,410030011022020,41,3,11.02,2020,15800,90680,,,2
Block,410030011022021,41,3,11.02,2021,15800,90680,,,2
Block,410030011022022,41,3,11.02,2022,15800,90680,,,2
Block,410030011022023,41,3,11.02,2023,15800,90680,,,2
Block,410030011022024,41,3,11.02,2024,15800,90680,,,2
Block,410030011022025,41,3,11.02,2025,15800,90680,,,2
Block,410030011022026,41,3,11.02,2026,15800,90680,,,2
Block,410030011022027,41,3,11.02,2027,15800,90680,,,2
Block,410030011022028,41,3,11.02,2028,15800,90680,,,2
Block,410030011022029,41,3,11.02,2029,15800,90680,,,2
Block,410030011022030,41,3,11.02,2030,15800,90680,,,2
Block,410030011022031,41,3,11.02,2031,15800,90680,,,2
Block,410030011022032,41,3,11.02,2032,15800,90680,,,2
Block,410030011023000,41,3,11.02,3000,15800,90680,,,2
Block,410030011023001,41,3,11.02,3001,15800,90680,,,2
Block,410030011023002,41,3,11.02,3002,15800,90680,,,2
Block,410030011023003,41,3,11.02,3003,15800,90680,,,2
Block,410030011023004,41,3,11.02,3004,15800,90680,,,2
Block,410030011023005,41,3,11.02,3005,15800,90680,,,2
Block,410030011023006,41,3,11.02,3006,15800,90680,,,2
Block,410030011023007,41,3,11.02,3007,15800,90680,,,2
Block,410030011023008,41,3,11.02,3008,15800,90680,,,2
Block,410030011023009,41,3,11.02,3009,15800,90680,,,2
Block,410030011023010,41,3,11.02,3010,15800,90680,,,2
Block,410030011023011,41,3,11.02,3011,15800,90680,,,2
Block,410030011023012,41,3,11.02,3012,15800,90680,,,2
Block,410030011023013,41,3,11.02,3013,15800,90680,,,2
Block,410030011023014,41,3,11.02,3014,15800,90680,,,2
Block,410030011023015,41,3,11.02,3015,15800,90680,,,2
Block,410030011023016,41,3,11.02,3016,15800,90680,,,2
Block,410030011023017,41,3,11.02,3017,15800,90680,,,2
Block,410030011023018,41,3,11.02,3018,15800,90680,,,2
Block,410030011023019,41,3,11.02,3019,15800,90680,,,2
Block,410030011023020,41,3,11.02,3020,15800,90680,,,2
Block,410030011023021,41,3,11.02,3021,15800,90680,,,2
Block,410030011023022,41,3,11.02,3022,15800,90680,,,2
Block,410030011023023,41,3,11.02,3023,15800,90680,,,2
Block,410030011023024,41,3,11.02,3024,15800,90680,,,2
Block,410030011023025,41,3,11.02,3025,15800,90680,,,2
Block,410030011023026,41,3,11.02,3026,15800,90680,,,2
Block,410030011024000,41,3,11.02,4000,15800,90680,,,2
Block,410030011024001,41,3,11.02,4001,15800,90680,,,2
Block,410030011024002,41,3,11.02,4002,15800,90680,,,2
Block,410030011024003,41,3,11.02,4003,15800,90680,,,2
Block,410030011024004,41,3,11.02,4004,15800,90680,,,2
Block,410030011024005,41,3,11.02,4005,15800,90680,,,2
Block,410030011024006,41,3,11.02,4006,15800,90680,,,2
Block,410030011024007,41,3,11.02,4007,15800,90680,,,2
Block,410030011024008,41,3,11.02,4008,15800,90680,,,2
Block,410030011024009,41,3,11.02,4009,15800,90680,,,2
Block,410030011024010,41,3,11.02,4010,15800,90680,,,2
Block,410030011024011,41,3,11.02,4011,15800,90680,,,2
Block,410030011024012,41,3,11.02,4012,15800,90680,,,2
Block,410030011024013,41,3,11.02,4013,15800,90680,,,2
Block,410030011024014,41,3,11.02,4014,15800,90680,,,2
Block,410030011024015,41,3,11.02,4015,15800,90680,,,2
Block,410030011024016,41,3,11.02,4016,15800,90680,,,2
Block,410030011024017,41,3,11.02,4017,15800,90680,,,2
Block,410030011024018,41,3,11.02,4018,15800,90680,,,2
Block,410030104001027,41,3,104,1027,15800,93009,,,"3,4"
Block,410030106011000,41,3,106.01,1000,15800,90680,,,2
Block,410030106011001,41,3,106.01,1001,15800,90680,,,2
Block,410030106011002,41,3,106.01,1002,15800,90680,,,2
Block,410030106011003,41,3,106.01,1003,15800,90680,,,2
Block,410030106011004,41,3,106.01,1004,15800,90680,,,2
Block,410030106011005,41,3,106.01,1005,15800,90680,,,2
Block,410030106011006,41,3,106.01,1006,15800,90680,,,2
Block,410030106011007,41,3,106.01,1007,15800,90680,,,2
Block,410030106011008,41,3,106.01,1008,15800,90680,,,2
Block,410030106011009,41,3,106.01,1009,15800,90680,,,2
Block,410030106011010,41,3,106.01,1010,15800,90680,,,2
Block,410030106011011,41,3,106.01,1011,15800,90680,,,2
Block,410030106011012,41,3,106.01,1012,15800,90680,,,2
Block,410030106011013,41,3,106.01,1013,15800,90680,,,2
Block,410030106011014,41,3,106.01,1014,15800,90680,,,2
Block,410030106011015,41,3,106.01,1015,15800,90680,,,2
Block,410030106011016,41,3,106.01,1016,15800,90680,,,2
Block,410030106011017,41,3,106.01,1017,15800,90680,,,2
Block,410030106011018,41,3,106.01,1018,15800,90680,,,2
Block,410030106011019,41,3,106.01,1019,15800,90680,,,2
Block,410030106011020,41,3,106.01,1020,15800,90680,,,2
Block,410030106011021,41,3,106.01,1021,15800,90680,,,2
Block,410030106011022,41,3,106.01,1022,15800,90680,,,2
Block,410030106011023,41,3,106.01,1023,15800,90680,,,2
Block,410030106011024,41,3,106.01,1024,15800,90680,,,2
Block,410030106011025,41,3,106.01,1025,15800,90680,,,2
Block,410030106011026,41,3,106.01,1026,15800,90680,,,2
Block,410030106011027,41,3,106.01,1027,15800,90680,,,"2,4"
Block,410030106011028,41,3,106.01,1028,15800,90680,,,"2,4"
Block,410030106011029,41,3,106.01,1029,15800,90680,,,2
Block,410030106011030,41,3,106.01,1030,15800,90680,,,4
Block,410030106011031,41,3,106.01,1031,15800,90680,,,4
Block,410030106011032,41,3,106.01,1032,15800,90680,,,4
Block,410030106011033,41,3,106.01,1033,15800,90680,,,4
Block,410030106011034,41,3,106.01,1034,15800,90680,,,4
Block,410030106011035,41,3,106.01,1035,15800,90680,,,4
Block,410030106011036,41,3,106.01,1036,15800,90680,,,"2,4"
Block,410030106011037,41,3,106.01,1037,15800,90680,,,2
Block,410030106011038,41,3,106.01,1038,15800,90680,,,4
Block,410030106011039,41,3,106.01,1039,15800,90680,,,4
Block,410030106011040,41,3,106.01,1040,15800,90680,,,4
Block,410030106011041,41,3,106.01,1041,15800,90680,,,4
Block,410030106011042,41,3,106.01,1042,15800,90680,,,4
Block,410030106011043,41,3,106.01,1043,15800,90680,,,4
Block,410030106011044,41,3,106.01,1044,15800,90680,,,4
Block,410030106011045,41,3,106.01,1045,15800,90680,,,4
Block,410030106011046,41,3,106.01,1046,15800,90680,,,4
Block,410030106011047,41,3,106.01,1047,15800,90680,,,4
Block,410030106011048,41,3,106.01,1048,15800,90680,,,"2,4"
Block,410030106011049,41,3,106.01,1049,15800,90680,,,2
Block,410030106011050,41,3,106.01,1050,15800,90680,,,2
Block,410030106011051,41,3,106.01,1051,15800,90680,,,2
Block,410030106011052,41,3,106.01,1052,15800,90680,,,2
Block,410030106011053,41,3,106.01,1053,15800,90680,,,"2,4"
Block,410030106011054,41,3,106.01,1054,15800,90680,,,"2,4"
Block,410030106011055,41,3,106.01,1055,15800,90680,,,"2,4"
Block,410030106011056,41,3,106.01,1056,15800,90680,,,4
Block,410030106011057,41,3,106.01,1057,15800,90680,,,4
Block,410030106011058,41,3,106.01,1058,15800,90680,,,4
Block,410030106011059,41,3,106.01,1059,15800,90680,,,4
Block,410030106011060,41,3,106.01,1060,15800,90680,,,4
Block,410030106011061,41,3,106.01,1061,15800,90680,,,4
Block,410030106011062,41,3,106.01,1062,15800,90680,,,4
Block,410030106011063,41,3,106.01,1063,15800,90680,,,4
Block,410030106011064,41,3,106.01,1064,15800,90680,,,4
Block,410030106011065,41,3,106.01,1065,15800,90680,,,4
Block,410030106011066,41,3,106.01,1066,15800,90680,,,4
Block,410030106011067,41,3,106.01,1067,15800,90680,,,4
Block,410030106011068,41,3,106.01,1068,15800,90680,,,4
Block,410030106011069,41,3,106.01,1069,15800,90680,,,4
Block,410030106011070,41,3,106.01,1070,15800,90680,,,"2,4"
Block,410030106011071,41,3,106.01,1071,15800,90680,,,2
Block,410030106011072,41,3,106.01,1072,15800,90680,,,4
Block,410030106011073,41,3,106.01,1073,15800,90680,,,4
Block,410030106011074,41,3,106.01,1074,15800,90680,,,4
Block,410030106012000,41,3,106.01,2000,15800,90680,,,4
Block,410030106012001,41,3,106.01,2001,15800,90680,,,4
Block,410030106012002,41,3,106.01,2002,15800,90680,,,4
Block,410030106012003,41,3,106.01,2003,15800,90680,,,4
Block,410030106012004,41,3,106.01,2004,15800,90680,,,4
Block,410030106012005,41,3,106.01,2005,15800,90680,,,4
Block,410030106012006,41,3,106.01,2006,15800,90680,,,4
Block,410030106012007,41,3,106.01,2007,15800,90680,,,4
Block,410030106012008,41,3,106.01,2008,15800,90680,,,4
Block,410030106012009,41,3,106.01,2009,15800,90680,,,4
Block,410030106012010,41,3,106.01,2010,15800,90680,,,4
Block,410030106021000,41,3,106.02,1000,15800,90680,,,2
Block,410030106021001,41,3,106.02,1001,15800,90680,,,2
Block,410030106021002,41,3,106.02,1002,15800,90680,,,2
Block,410030106021003,41,3,106.02,1003,15800,90680,,,2
Block,410030106021004,41,3,106.02,1004,15800,90680,,,2
Block,410030106021005,41,3,106.02,1005,15800,90680,,,2
Block,410030106021006,41,3,106.02,1006,15800,90680,,,"2,4"
Block,410030106021007,41,3,106.02,1007,15800,90680,,,"2,4"
Block,410030106021008,41,3,106.02,1008,15800,90680,,,"2,4"
Block,410030106021009,41,3,106.02,1009,15800,90680,,,"2,4"
Block,410030106021010,41,3,106.02,1010,15800,90680,,,"2,4"
Block,410030106021011,41,3,106.02,1011,15800,90680,,,"2,4"
Block,410030106021012,41,3,106.02,1012,15800,90680,,,"2,4"
Block,410030106021013,41,3,106.02,1013,15800,90680,,,4
Block,410030106021014,41,3,106.02,1014,15800,90680,,,4
Block,410030106021015,41,3,106.02,1015,15800,90680,,,4
Block,410030106021016,41,3,106.02,1016,15800,90680,,,4
Block,410030106021017,41,3,106.02,1017,15800,90680,,,4
Block,410030106021018,41,3,106.02,1018,15800,90680,,,4
Block,410030106021019,41,3,106.02,1019,15800,90680,,,4
Block,410030106021020,41,3,106.02,1020,15800,90680,,,4
Block,410030106022000,41,3,106.02,2000,15800,90680,,,2
Block,410030106022001,41,3,106.02,2001,15800,90680,,,2
Block,410030106022002,41,3,106.02,2002,15800,90680,,,2
Block,410030106022003,41,3,106.02,2003,15800,90680,,,2
Block,410030106022004,41,3,106.02,2004,15800,90680,,,2
Block,410030106022005,41,3,106.02,2005,15800,90680,,,2
Block,410030106022006,41,3,106.02,2006,15800,90680,,,"2,4"
Block,410030106022007,41,3,106.02,2007,15800,90680,,,"2,4"
Block,410030106022008,41,3,106.02,2008,15800,90680,,,"2,4"
Block,410030106022009,41,3,106.02,2009,15800,90680,,,4
Block,410030106022010,41,3,106.02,2010,15800,90680,,,4
Block,410030106022011,41,3,106.02,2011,15800,90680,,,"2,4"
Block,410030106022012,41,3,106.02,2012,15800,90680,,,"2,4"
Block,410030106022013,41,3,106.02,2013,15800,90680,,,4
Block,410030106022014,41,3,106.02,2014,15800,90680,,,4
Block,410030106022015,41,3,106.02,2015,15800,90680,,,4
Block,410030106022016,41,3,106.02,2016,15800,90680,,,4
Block,410030106022017,41,3,106.02,2017,15800,90680,,,4
Block,410030106022018,41,3,106.02,2018,15800,90680,,,4
Block,410030106022019,41,3,106.02,2019,15800,90680,,,4
Block,410030106022020,41,3,106.02,2020,15800,90680,,,4
Block,410030106022021,41,3,106.02,2021,15800,90680,,,4
Block,410030106022022,41,3,106.02,2022,15800,90680,,,4
Block,410030106022023,41,3,106.02,2023,15800,90680,,,4
Block,410030107021000,41,3,107.02,1000,15800,90680,,,"1,2"
Block,410030107021001,41,3,107.02,1001,15800,90680,,,1
Block,410030107021002,41,3,107.02,1002,15800,90680,,,1
Block,410030107021003,41,3,107.02,1003,15800,90680,,,1
Block,410030107021004,41,3,107.02,1004,15800,90680,,,1
Block,410030107021005,41,3,107.02,1005,15800,90680,,,1
Block,410030107021006,41,3,107.02,1006,15800,90680,,,1
Block,410030107021011,41,3,107.02,1011,15800,90680,,,"1,3"
Block,410030107021013,41,3,107.02,1013,15800,90680,,,1
Block,410030107021014,41,3,107.02,1014,15800,90680,,,1
Block,410030107021015,41,3,107.02,1015,15800,90680,,,1
Block,410030107021016,41,3,107.02,1016,15800,90680,,,1
Block,410030107021017,41,3,107.02,1017,15800,90680,,,1
Block,410030107021018,41,3,107.02,1018,15800,90680,,,1
Block,410030107021019,41,3,107.02,1019,15800,90680,,,1
Block,410030107021020,41,3,107.02,1020,15800,90680,,,"1,2"
Block,410030107021021,41,3,107.02,1021,15800,90680,,,2
Block,410030107021022,41,3,107.02,1022,15800,90680,,,1
Block,410030107021023,41,3,107.02,1023,15800,90680,,,1
Block,410030107021024,41,3,107.02,1024,15800,90680,,,1
Block,410030107021025,41,3,107.02,1025,15800,90680,,,1
Block,410030107021026,41,3,107.02,1026,15800,90680,,,"1,2"
Block,410030107021027,41,3,107.02,1027,15800,90680,,,2
Block,410030107021028,41,3,107.02,1028,15800,90680,,,2
Block,410030107021029,41,3,107.02,1029,15800,90680,,,"1,2"
Block,410030107021030,41,3,107.02,1030,15800,90680,,,"1,3"
Block,410030107021031,41,3,107.02,1031,15800,90680,,,1
Block,410030107022000,41,3,107.02,2000,15800,90680,,,"1,2"
Block,410030107022001,41,3,107.02,2001,15800,90680,,,1
Block,410030107022002,41,3,107.02,2002,15800,90680,,,1
Block,410030107022003,41,3,107.02,2003,15800,90680,,,1
Block,410030107022004,41,3,107.02,2004,15800,90680,,,1
Block,410030107022005,41,3,107.02,2005,15800,90680,,,1
Block,410030107022006,41,3,107.02,2006,15800,90680,,,"1,2"
Block,410030107022007,41,3,107.02,2007,15800,90680,,,2
Block,410030107022008,41,3,107.02,2008,15800,90680,,,2
Block,410030107022009,41,3,107.02,2009,15800,90680,,,"1,2"
Block,410030107022010,41,3,107.02,2010,15800,90680,,,"1,3"
Block,410030107022011,41,3,107.02,2011,15800,90680,,,"1,3"
Block,410030107022012,41,3,107.02,2012,15800,90680,,,"1,2,3,4"
Block,410030107023000,41,3,107.02,3000,15800,90680,,,4
Block,410030107023001,41,3,107.02,3001,15800,90680,,,4
Block,410030107023002,41,3,107.02,3002,15800,90680,,,"3,4"
Block,410030107023003,41,3,107.02,3003,15800,90680,,,3
Block,410030107023004,41,3,107.02,3004,15800,90680,,,3
Block,410030107023005,41,3,107.02,3005,15800,90680,,,"3,4"
Block,410030107023006,41,3,107.02,3006,15800,90680,,,3
Block,410030107023007,41,3,107.02,3007,15800,90680,,,"3,4"
Block,410030107023008,41,3,107.02,3008,15800,90680,,,"3,4"
Block,410030107023009,41,3,107.02,3009,15800,90680,,,4
Block,410030107023010,41,3,107.02,3010,15800,90680,,,4
Block,410030107023011,41,3,107.02,3011,15800,90680,,,4
Block,410030109001055,41,3,109,1055,15800,90680,,,"1,3"
Block,410030109001064,41,3,109,1064,15800,90680,,,"1,3"
Block,410030109002000,41,3,109,2000,15800,90680,,,3
Block,410030109002001,41,3,109,2001,15800,90680,,,3
Block,410030109002002,41,3,109,2002,15800,90680,,,3
Block,410030109002003,41,3,109,2003,15800,90680,,,3
Block,410030109002004,41,3,109,2004,15800,90680,,,3
Block,410030109002005,41,3,109,2005,15800,90680,,,3
Block,410030109002006,41,3,109,2006,15800,90680,,,3
Block,410030109002008,41,3,109,2008,15800,90680,,,3
Block,410030109002009,41,3,109,2009,15800,90680,,,3
Block,410030109002010,41,3,109,2010,15800,90680,,,3
Block,410030109002011,41,3,109,2011,15800,90680,,,3
Block,410030109002012,41,3,109,2012,15800,90680,,,3
Block,410030109002013,41,3,109,2013,15800,90680,,,3
Block,410030109002015,41,3,109,2015,15800,90680,,,3
Block,410030109002016,41,3,109,2016,15800,90680,,,3
Block,410030109002017,41,3,109,2017,15800,90680,,,3
Block,410030109002018,41,3,109,2018,15800,90680,,,3
Block,410030109002019,41,3,109,2019,15800,90680,,,3
Block,410030109002020,41,3,109,2020,15800,90680,,,3
Block,410030109003001,41,3,109,3001,15800,90680,,,3
Block,410030109003002,41,3,109,3002,15800,90680,,,3
Block,410030109003004,41,3,109,3004,15800,90680,,,3
Block,410030109003005,41,3,109,3005,15800,90680,,,3
Block,410030109003006,41,3,109,3006,15800,90680,,,3
Block,410030109003007,41,3,109,3007,15800,90680,,,3
Block,410030109003008,41,3,109,3008,15800,90680,,,3
Block,410030109003009,41,3,109,3009,15800,90680,,,3
Block,410030109003010,41,3,109,3010,15800,90680,,,3
Block,410030109003011,41,3,109,3011,15800,90680,,,3
Block,410030109003012,41,3,109,3012,15800,90680,,,3
Block,410030109003013,41,3,109,3013,15800,90680,,,3
Block,410030109003014,41,3,109,3014,15800,90680,,,3
Block,410030109003015,41,3,109,3015,15800,90680,,,3
Block,410030109003016,41,3,109,3016,15800,90680,,,3
Block,410030109003017,41,3,109,3017,15800,90680,,,3
Block,410030109003018,41,3,109,3018,15800,90680,,,3
Block,410030109003019,41,3,109,3019,15800,90680,,,3
Block,410030109003021,41,3,109,3021,15800,90680,,,3
Block,410030109003025,41,3,109,3025,15800,90680,,,3
Block,410030109003026,41,3,109,3026,15800,90680,,,3
Block,410030109003027,41,3,109,3027,15800,90680,,,3
Block,410030109003032,41,3,109,3032,15800,90680,,,3
Block,410030109003033,41,3,109,3033,15800,90680,,,3
Block,410030109003035,41,3,109,3035,15800,90680,,,3
